Donor_ID,Donor_SMILES,PCE
79,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)C1=[S]c2c(C1)c(c1ccc(s1)C[C@@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)cc(s1)c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC,1.21
81,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)CCCCCC)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)CCCCCC,2
82,CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)CCCCCC)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)CCCCCC,2.03
83,CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(s1)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)CCCCCC)c1ccc(s1)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)CCCCCC,1.98
10,CCCC[C@H](C[Si]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,0.5
10,CCCC[C@H](C[Si]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,0.38
10,CCCC[C@H](C[Si]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,0.46
10,CCCC[C@H](C[Si]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,1.24
84,CCCC[C@H](CN1c2ccc(cc2Sc2c1cccc2)/C=C/c1c(CC)c(c2n1[B](F)(F)n1c([C]2c2ccc(cc2)N(=O)=O)c(c(c1/C=C/c1ccc2c(c1)Sc1c(N2C[C@H](CCCC)CC)cccc1)CC)C)C)CC,1.33
85,CCCCCCCC[C@H](Cn1nc2c(n1)c(c1ccc(s1)c1cc3c(s1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c3c3ccc(s3)C[C@H](CCCC)CC)sc(c1)c1ccc(s1)c1c(F)c(F)c(c3c1nn(n3)C[C@@H](CCCCCCCC)CCCCCC)c1ccc(s1)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)c(c(c2c1ccc(s1)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)F)F)CCCCCC,9.73
86,CCCC[C@H](CN(c1cccc2c1cccc2)c1cc(O)c(c(c1)O)C1=C(O)C(=C1O)c1c(O)cc(cc1O)N(c1cccc2c1cccc2)C[C@H](CCCC)CC)CC,4.33
87,CCCC[C@H](C[C](c1ccc2c(c1)C(C)(C)c1c2cccc1)c1cc(O)c(c(c1)O)[C]1C(=C(C1=O)c1c(O)cc(cc1O)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)C[C@H](CCCC)CC)O)CC,2.84
88,CCCC[C@@H](Cn1c(c2ccc(s2)C#Cc2c3ccccc3c(c3c2cccc3)C#Cc2ccc(s2)c2n(C[C@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@H](CCCC)CC)c2c(c1=O)c(n(c2=O)C[C@H](CCCC)CC)c1cccs1)CC,5.26
89,CCCCCCCC[C@H](Cn1c2cc(sc2c2c1cc(cc2)c1ccc(s1)c1cc2c(s1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)sc(c1)c1ccc(s1)c1ccc2c(c1)n(C[C@@H](CCCCCCCC)CCCCCC)c1c2sc(c1)c1ccc(s1)[CH]C1=[S]C(=S)N(C1=O)CC)c1ccc(s1)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCC,3.44
90,N#CC(=Cc1ccc(s1)c1ccc2c(c1)[C@@H]1CCC[C@@H]1N2c1ccc(cc1)C)C#N,3.34
91,N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc2c(c1)[C@@H]1CCC[C@@H]1N2c1ccc(cc1)C)C#N,1.72
92,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc(s2)c1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C=C(C#N)C#N,0.85
93,N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)[C@@H]1CCC[C@@H]1N2c1ccc(cc1)C)C#N,2.45
94,CCCCCCc1c(/C=C/c2sc(c3c2OCCO3)/C=C/c2sc(c(c2CCCCCC)CCCCCC)C=C(C#N)C#N)sc(c1CCCCCC)C=C(C#N)C#N,3.7
95,CCCCCCc1c(/C=C/c2sc(c3c2OCCO3)/C=C/c2sc(c(c2CCCCCC)CCCCCC)/C=C/c2sc(c(c2CCCCCC)CCCCCC)C=C(C#N)C#N)sc(c1CCCCCC)/C=C/c1sc(c(c1CCCCCC)CCCCCC)C=C(C#N)C#N,1.5
96,CCCCCCc1c(/C=C/c2sc(c3c2OCCO3)/C=C/c2sc(c(c2CCCCCC)CCCCCC)/C=C/c2sc(c(c2CCCCCC)CCCCCC)/C=C/c2sc(c(c2CCCCCC)CCCCCC)C=C(C#N)C#N)sc(c1CCCCCC)/C=C\c1sc(c(c1CCCCCC)CCCCCC)/C=C/c1sc(c(c1CCCCCC)CCCCCC)C=C(C#N)C#N,0.8
98,CCCCCCc1c([CH]C2=[S]C(=S)N(C2=O)CC)sc(c1CCCCCC)/C=C/c1sc(c2c1OCCO2)/C=C/c1sc(c(c1CCCCCC)CCCCCC)/C=C\1/SC(=S)N(C1=O)CC,1.5
99,CCCCCCc1cc(sc1/C=C/c1sc(c2c1OCCO2)/C=C/c1sc(cc1CCCCCC)/C=C\1/SC(=S)N(C1=O)CC)/C=C/1\SC(=S)N(C1=O)CC,4.9
100,CCCCCCc1ccc(s1)c1csc(c1)c1cc(F)c(c2c1nsn2)c1sc2c(c1)[Ge@](c1c2sc(c1)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCCC)CC)C[C@H](CCCC)CC,6.2
101,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc(o1)c1nc2c(s1)nc(s2)c1ccc(o1)c1ccc(s1)c1ccc(s1)CCCCCC,1.94
102,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc(cc1)/C(=C(/c1ccc(cc1)c1ccc(s1)c1ccc(s1)CCCCCC)\C#N)/C#N,2.69
103,CCCC[C@@H](C[C@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)CC,0.71
104,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1sc2c(c1)[Si@](c1c2sc(c1)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC)(C[C@H](CCCC)CC)C[C@H](CCCC)CC,7.8
105,CCCCCCc1cc(sc1c1ccc(s1)c1cc(cc(c1)c1ccc(s1)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/2=C\1/C(=O)N(c2c1cc(F)cc2)C[C@@H](CCCC)CC)c1ccc(s1)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/2=C\1/C(=O)N(c2c1cc(F)cc2)C[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1ccc2c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/2=C\1/C(=O)N(c2c1ccc(c2)F)C[C@@H](CCCC)CC,0.55
106,CCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/2=C/1\c2cc(F)ccc2N(C1=O)C[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1ccc2c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/2=C/1\c2cc(F)ccc2N(C1=O)C[C@@H](CCCC)CC,1.73
107,CCCCCCCCN1c2ccc(cc2C([C@@H]1[CH]C1=C(O)[C](C1=O)c1ccc(n1C)c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)(C)C)c1ccc(s1)/C=C(/C(=O)OCCCCCC)\C#N,5.25
108,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=C/c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)/C=N/c1ccc(cc1)N(c1ccccc1)c1ccccc1,1.19
111,N#C/C(=C\c1ccc(cc1)N(c1ccccc1)c1ccccc1)/c1ccc(cc1)/C(=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C#N,1.23
112,Cc1cc(C)c(c(c1)C)/C/1=C/2\C=CC(=N2)/C(=c\2/cc/c(=C(/C3=N/C(=C(\c4[nH]c1cc4)/c1ccc(cc1)Nc1nc(nc(n1)Nc1ccc(cc1)[C]1c4c(C)cc(n4[B](n4c1c(C)cc4C)(F)F)C)Nc1ccc(cc1)[C]1c4c(C)cc(n4[B](n4c1c(C)cc4C)(F)F)C)/C=C3)\c1c(C)cc(cc1C)C)/[nH]2)/c1ccc(cc1)C(=O)O,5.29
113,CCCC[C@H](Cn1c(c2ccc(s2)c2ccc(cc2)c2nc(nc(n2)c2ccc(cc2)c2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2ccc(s2)c2ccc(cc2)N(c2ccc(cc2)C(C)(C)C)c2ccc(cc2)C(C)(C)C)C[C@@H](CCCC)CC)c2ccc(cc2)c2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2ccc(s2)c2ccc(cc2)N(c2ccc(cc2)C(C)(C)C)c2ccc(cc2)C(C)(C)C)C[C@@H](CCCC)CC)c2c(c1=O)c(n(c2=O)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)CC,1.08
113,CCCC[C@H](Cn1c(c2ccc(s2)c2ccc(cc2)c2nc(nc(n2)c2ccc(cc2)c2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2ccc(s2)c2ccc(cc2)N(c2ccc(cc2)C(C)(C)C)c2ccc(cc2)C(C)(C)C)C[C@@H](CCCC)CC)c2ccc(cc2)c2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2ccc(s2)c2ccc(cc2)N(c2ccc(cc2)C(C)(C)C)c2ccc(cc2)C(C)(C)C)C[C@@H](CCCC)CC)c2c(c1=O)c(n(c2=O)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)CC,1.57
114,CCCCCCn1c(=O)c2c(c1c1ccc(cc1)c1nc(nc(n1)c1ccc(cc1)c1ccc(cc1)c1n(CCCCCC)c(=O)c3c1c(=O)n(c3c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)CCCCCC)c1ccc(cc1)c1ccc(cc1)c1n(CCCCCC)c(=O)c3c1c(=O)n(c3c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)CCCCCC)c(=O)n(c2c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)CCCCCC,0.79
114,CCCCCCn1c(=O)c2c(c1c1ccc(cc1)c1nc(nc(n1)c1ccc(cc1)c1ccc(cc1)c1n(CCCCCC)c(=O)c3c1c(=O)n(c3c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)CCCCCC)c1ccc(cc1)c1ccc(cc1)c1n(CCCCCC)c(=O)c3c1c(=O)n(c3c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)CCCCCC)c(=O)n(c2c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)CCCCCC,1.14
115,CCCCCCn1c(=O)c2c(c1c1ccc(cc1)c1nc(nc(n1)c1ccc(cc1)c1ccc(cc1)c1n(CCCCCC)c(=O)c3c1c(=O)n(c3c1ccc(cc1)c1ccc(cc1)n1c3ccc(cc3c3c1ccc(c3)C(C)(C)C)C(C)(C)C)CCCCCC)c1ccc(cc1)c1ccc(cc1)c1n(CCCCCC)c(=O)c3c1c(=O)n(c3c1ccc(cc1)c1ccc(cc1)n1c3ccc(cc3c3c1ccc(c3)C(C)(C)C)C(C)(C)C)CCCCCC)c(=O)n(c2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)CCCCCC,0.24
115,CCCCCCn1c(=O)c2c(c1c1ccc(cc1)c1nc(nc(n1)c1ccc(cc1)c1ccc(cc1)c1n(CCCCCC)c(=O)c3c1c(=O)n(c3c1ccc(cc1)c1ccc(cc1)n1c3ccc(cc3c3c1ccc(c3)C(C)(C)C)C(C)(C)C)CCCCCC)c1ccc(cc1)c1ccc(cc1)c1n(CCCCCC)c(=O)c3c1c(=O)n(c3c1ccc(cc1)c1ccc(cc1)n1c3ccc(cc3c3c1ccc(c3)C(C)(C)C)C(C)(C)C)CCCCCC)c(=O)n(c2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)CCCCCC,0.39
116,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C[C@H](CCCC)CC)c1ccc(s1)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C[C@@H](CCCC)CC)CC,5.61
117,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)CCCC)C[C@H](CCCC)CC)c1ccc(s1)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)CCCC)C[C@@H](CCCC)CC)CC,3.09
118,CCCCCCCCOC(=O)/C(=C/c1ccc(s1)c1sc(cc1c1ccc(s1)/C=C(/C(=O)OCCCCCCCC)\C#N)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc(c2c1nsn2)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)c1ccc(s1)/C=C(/C(=O)OCCCCCCCC)\C#N)c1ccc(s1)/C=C(/C(=O)OCCCCCCCC)\C#N)/C#N,0.85
120,CCCCCCCCOC(=O)/C(=C/c1ccc(s1)c1sc(cc1c1ccc(s1)/C=C(/C(=O)OCCCCCCCC)\C#N)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)N(C[C@H](CCCC)CC)C(=O)/C/2=C\1/C(=O)N(c2c1ccc(c2)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)c1ccc(s1)/C=C(/C(=O)OCCCCCCCC)\C#N)c1ccc(s1)/C=C(/C(=O)OCCCCCCCC)\C#N)C[C@H](CCCC)CC)/C#N,0.8
121,CCCC[C@@H](CN1C(=O)/C(=C/2\c3ccc(cc3N(C2=O)C[C@H](CCCC)CC)c2cc(c(s2)c2cc(c(s2)c2ccc(s2)/C=C(/C(=O)OCCCCCCCC)\C#N)CCCCCC)CCCCCC)/c2c1cc(cc2)c1cc(c(s1)c1cc(c(s1)c1ccc(s1)/C=C(/C(=O)OCCCCCCCC)\C#N)CCCCCC)CCCCCC)CC,0.69
122,CCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cc3c(s1)c1c([C@@]3(C[C@H](CCCC)CC)C[C@H](CCCC)CC)cc3c(c1)[C@](C[C@@H](CCCC)CC)(C[C@@H](CCCC)CC)c1c3sc(c1)c1c(F)c(F)c(c3c1nsn3)c1ccc(s1)c1ccc(s1)CCCCCC)c(=O)n(c2c1ccc(s1)c1cc2c(s1)c1c([C@@]2(C[C@H](CCCC)CC)C[C@H](CCCC)CC)cc2c(c1)[C@](C[C@@H](CCCC)CC)(C[C@@H](CCCC)CC)c1c2sc(c1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)C[C@H](CCCC)CC)CC,5.21
123,CCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cc3c(s1)c1c([C@@]3(C[C@H](CCCC)CC)C[C@H](CCCC)CC)cc3c(c1)[C@](C[C@@H](CCCC)CC)(C[C@@H](CCCC)CC)c1c3sc(c1)c1ccc(s1)c1c(F)c(F)c(c3c1nsn3)c1ccc(s1)c1ccc(s1)CCCCCC)c(=O)n(c2c1ccc(s1)c1cc2c(s1)c1c([C@@]2(C[C@H](CCCC)CC)C[C@H](CCCC)CC)cc2c(c1)[C@](C[C@@H](CCCC)CC)(C[C@@H](CCCC)CC)c1c2sc(c1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)C[C@H](CCCC)CC)CC,4.83
125,CCCC[C@H](C[C@]1(C[C@@H](CCCC)CC)c2cc3c4sc(cc4[C@@](c3cc2c2c1cc(s2)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCCC)CC)C[C@H](CCCC)CC)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,3.1
126,CCCC[C@H](C[C@]1(C[C@@H](CCCC)CC)c2cc3c4sc(cc4[C@@](c3cc2c2c1cc(s2)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCCC)CC)C[C@H](CCCC)CC)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,6.5
127,CCCC[C@H](C[C@]1(C[C@@H](CCCC)CC)c2cc3c4sc(cc4[C@@](c3cc2c2c1cc(s2)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCCC)CC)C[C@H](CCCC)CC)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,2.5
128,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc(s1)[C@H]1C2=C(O)N([C@@H](C2=C(N1C[C@@H](CCCC)CC)O)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)[C@@H]1N(C[C@@H](CCCC)CC)C(=C2C1=C(O)N([C@H]2c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC)C[C@@H](CCCC)CC)O)c1ccc(cc1)[C@H](CC)C)C[C@@H](CCCC)CC,3.58
129,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1sc(c2c1cc(s2)C(=O)[C@H](CCCC)CC)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=O)N(C1=S)CC,3.19
130,CCCC[C@H](CN1c2ccc(cc2Sc2c1ccc(c2)C=C1C(=O)c2c(C1=O)cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,6.23
130,CCCC[C@H](CN1c2ccc(cc2Sc2c1ccc(c2)C=C1C(=O)c2c(C1=O)cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,8.67
130,CCCC[C@H](CN1c2ccc(cc2Sc2c1ccc(c2)C=C1C(=O)c2c(C1=O)cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,7.12
131,CCCC[C@H](CN(c1ccccc1)c1cc(O)c(c(c1)O)[C]1[C@]2([C@]1([C]2c1c(O)cc(cc1O)N(c1ccccc1)C[C@H](CCCC)CC)O)O)CC,5.42
132,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/C(=NN(C1=O)c1ccccc1)C)c1sc(c2c1cc(s2)C(=O)[C@H](CCCC)CC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/C(=NN(C1=O)c1ccccc1)C)CCCCCCCC,1.48
133,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N1N=C(/C(=C/c2sc(c(c2)CCCCCCCC)c2ccc(s2)c2sc(cc2CCCCCCCC)c2sc(c3c2cc(s3)C(=O)[C@H](CCCC)CC)c2sc(c(c2)CCCCCCCC)c2ccc(s2)c2sc(cc2CCCCCCCC)/C=C\2/C(=NN(C2=O)c2ccc(cc2)c2ccc(cc2)OCCCCCCCC)C)/C1=O)C,1.21
134,CCCCN1c2ccc3c(c2C(/C/1=C\[C]1C(=O)[C](C1=O)c1c(O)cc(cc1O)N1CCc2c1cccc2)(C)C)cccc3,3.84
135,CCCCN1c2ccc3c(c2C(/C/1=C\[C]1C(=O)[C](C1=O)c1c(O)cc(cc1O)N1CCc2c1cc(F)cc2)(C)C)cccc3,4.34
136,CCCCN1c2ccc3c(c2C(/C/1=C\[C]1C(=O)[C](C1=O)c1c(O)cc(cc1O)N1CCc2c1cc(F)cc2F)(C)C)cccc3,4.87
137,CCCCN1c2cc3ccccc3cc2C([C@@H]1/C=C\1/C(=C(C1=O)c1c(O)cc(cc1O)N(c1ccc(cc1)C)c1ccc(cc1)C)O)(C)C,3.53
138,CCCCN1c2cc3ccccc3cc2C([C@@H]1/C=C\1/C(=C(C1=O)c1c(O)cc(cc1O)N(c1ccc(cc1)c1ccccc1)c1ccc(cc1)c1ccccc1)O)(C)C,3.69
139,CCCCN1c2cc3ccccc3cc2C([C@@H]1/C=C\1/C(=C(C1=O)c1c(O)cc(cc1O)N(c1ccc(cc1)c1cccc2c1cccc2)c1ccccc1)O)(C)C,3.31
141,CCCCN1c2cc3ccccc3cc2C([C@@H]1/C=C\1/C(=C(C1=O)c1c(O)cc(cc1O)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)c1ccccc1C2(CC)CC)O)(C)C,3.53
142,CCCCN1c2cc3ccccc3cc2C([C@@H]1/C=C\1/C(=C(C1=O)c1c(O)cc(cc1O)N(c1ccc2c(c1)c1ccccc1n2CC)c1ccc2c(c1)n(CC)c1c2cccc1)O)(C)C,3.08
143,CCCC[C@@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)C=C(C#N)C#N)CCCCCC)c1ccc(s1)C[C@H](CCCC)CC)c1cc(c(s1)C=C(C#N)C#N)CCCCCC)CC,3.9
144,CCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cc3c(s1)c1c([C@@]3(C[C@H](CCCC)CC)C[C@H](CCCC)CC)cc3c(c1)[C@](C[C@@H](CCCC)CC)(C[C@@H](CCCC)CC)c1c3sc(c1)c1ccc(c3c1nsn3)c1ccc(s1)c1ccc(s1)CCCCCC)c(=O)n(c2c1ccc(s1)c1cc2c(s1)c1c([C@@]2(C[C@H](CCCC)CC)C[C@H](CCCC)CC)cc2c(c1)[C@](C[C@@H](CCCC)CC)(C[C@@H](CCCC)CC)c1c2sc(c1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)C[C@H](CCCC)CC)CC,1.8
145,CCCC[C@H](CN1c2ccc(cc2Sc2c1cccc2)/C=C/c1c(CC)c(c2n1[B](F)(F)n1c([C]2c2ccc(cc2)N(c2ccccc2)c2ccccc2)c(c(c1/C=C/c1ccc2c(c1)Sc1c(N2C[C@H](CCCC)CC)cccc1)CC)C)C)CC,1.14
146,CCCCCCc1cc(sc1C#Cc1ccc(cc1)C#Cc1sc(cc1CCCCCC)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C,2.87
147,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(sc2c2c1cc(s2)C#Cc1sc(cc1CCCCCC)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)C#Cc1sc(cc1CCCCCC)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C,2.98
148,CCCCCCc1cc(sc1C#Cc1ccc(cc1)N(c1ccc(cc1)C#Cc1sc(cc1CCCCCC)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc(cc1)C)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C,2.51
149,CCCCCCc1cc(sc1C#Cc1ccc(cc1)C#Cc1sc(cc1CCCCCC)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C,2.36
150,CCCCCCCCn1c(=O)c2ccc(c3c2c(c1=O)ccc3)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc2c3c1cccc3c(=O)n(c2=O)CCCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc2c3c1cccc3c(=O)n(c2=O)CCCCCCCC,1.04
151,CCCCCCCCn1c(=O)c2ccc(c3c2c(c1=O)ccc3)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc2c3c1cccc3c(=O)n(c2=O)CCCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc2c3c1cccc3c(=O)n(c2=O)CCCCCCCC,1.54
153,CCCC[C@@H](CN1c2ccc(cc2Sc2c1cccc2)[C]1c2c(C)c(c(n2[B](n2c1c(C)c(c2/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC)(F)F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC)CC,1.56
