pce,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
3.11,0,0.5238792,0,1.0730054,0.7028684,2.034029,0.25243214,0.38795754,1.3234549,0.40819556,0.564974,0.39853114,0.012059435,0.3888134,1.0199319,0.8479026,0.8192765,0.4470124,0.7402168,0.8955981,0.36671585,1.4830978,0.50928944,0.26333845,0.68720436,0.56596506,0.3253224,0.70253086,0.90086544,0.61216855,0.1939052,0.10164811,0.2893452,0.30044243,0,0.98317546,0.2672892,0.43939888,0.45160607,0.86921436,0.31080317,0.29232338,0.6713624,0.14530395,1.0266922,0.5663153,0.3731035,0.6851105,0.28933966,0.6162704,0.2561748,0.32203716,0.3624444,0.5676513,0.99890614,0.13357063,0.28769428,0,0.29152596,0.08508894,0.37277803,0.2666542,0.44157416,0,0.2606692,0.3737221,0.47573325,0.558984,0.67142284,0,0.6379457,0.40389785,0.46377367,0.5624567,0.14372537,0.16191433,0.056203052,0.7386976,0.2980374,0.8213734,0.007877782,0.51637733,0.23830731,0.563373,0,0.6059042,0.28992048,0.4427083,0.17302676,0.32043055,0.07239326,1.3461298,0,0.32399467,0.34629205,0.9102268,1.0357227,1.0669829,0.44704473,0.26130426,0,0.48206654,1.0164077,0,0.35798332,0,0.68761355,0.2925979,0.38324645,1.196279,0.52904993,0,0.41275945,0.322286,0.5167676,0.38389426,0.55950004,0.17565924,0.6974776,0.89614064,0.36308196,0.87554336,1.5374533,0.33829972,0.4090593,0.55490756,0.20028481,0.7338556
4.92,1.6889975,0.76158893,0.5678561,0.6430367,0.7623663,1.5547947,2.861164,1.3020655,0.59259045,3.2397735,0.902614,0.71427125,0.67848593,0.814752,1.8070099,0.57561034,0.6303264,0.7517304,0.9005397,0.67240846,0.93262434,0.8756215,0.4279343,0.8884631,0.38867992,0.4133828,0.82406986,1.475034,0.63423085,3.0995233,0.72712195,0.52906096,0.9870781,0.79181,0.5815611,0.5420607,0.9334589,1.4120874,1.9167073,2.0426872,1.4182731,1.4357743,0.80757767,0.4564817,1.66271,0.68003595,0.7123322,0.5930539,1.1414003,0.8358533,0.7485329,1.1570495,0.9790548,1.2956717,1.3930225,0.742198,1.2224822,0.7892294,0.6416695,1.7744039,1.0291914,1.0782835,0.8898195,0.36524487,0.83626217,0.6972883,1.2911434,0.8431792,1.1607774,1.7115074,0.79769194,2.1627967,0.6655652,0.8232201,0.8460525,1.3886803,0.9725698,2.2144728,1.5520283,0.9116123,0.7386101,0.8417573,1.5090107,1.1728748,0.18388592,2.116302,0.5014339,0.56835264,0.86931926,0.3843762,0.73140264,0.44208774,0.348249,0.6592601,0.6953104,2.0811036,1.7809643,0.8413716,1.2128876,1.1327769,0.62307864,1.1439207,0.6806441,0.6768625,0.4122443,0.6473773,0.7092211,2.1016428,0.5434936,1.4069898,0.33104637,0.75462943,1.1580642,1.0937154,1.6476078,0.39066193,0.9565671,0.35186407,0.41278318,1.3990446,0.38925308,0.9798735,0.30929214,0.6032505,0.7031889,1.1253238,1.3453363,2.3633888
2.63,0.59532684,1.4039357,0.16168463,1.4544299,2.2337303,2.0903962,0.33046734,0.18173525,1.2675887,0.46842176,0.48815316,1.5345622,0.52329546,0.33187774,0.6020782,0.69382364,0.9072685,1.2189771,0.33124965,0.36649495,0.45889148,1.2740793,1.0325998,0.8437545,0.75821775,0.41061834,1.1822542,0.6926096,0.6553512,0.6973126,0.13997298,0.80632687,0.5285778,0.4461237,0.19664091,0.34072536,0.054514512,0.37455904,1.4931569,0.8238498,0.44929716,0.23398837,0.47955418,0.42061394,1.1520841,0.51452196,0.54020816,0.25005615,1.6044459,0.63396794,0.54590595,0.51747835,0.74897695,0.3634729,0.73191696,0.11735664,0.46791455,0.43664584,0.62612754,0.5718305,0.09300267,0.5817462,0.45994878,1.139088,0.51112777,0.6984589,0.40449676,1.644187,1.8226701,0.39253095,0.23127262,1.4697747,0.44351882,0.6357842,0.3904022,0.69097805,0.42281857,0.70134985,0.2488482,0.41158217,0.52323276,1.6172235,0.5544092,0.48191336,0.048134953,0.86279094,0.69425225,1.4040178,0.3783362,1.0459275,0.48609185,0.6698494,0.31706432,0.6688267,1.3509328,0.9207285,0.58670413,1.1446563,1.5899732,0.33629552,1.0109057,0.91977715,0.48431584,0.5391992,1.6751313,0.48942173,1.0771626,0.704352,0.4789096,0.80449003,1.4143646,2.3786132,1.3440304,0.30886793,1.8431251,0.5918618,2.0427449,0,0.9939936,1.67,1.1089262,1.2330421,1.6009638,0.4773519,0.37275222,0.71096206,0.24298862,1.2558024
0.93,0.34669495,0.470517,0,1.4544299,2.2337303,1.3717012,0.17595935,0.019978791,1.2675887,0.90416694,0.9122937,1.5345622,0.21773297,0.5681774,0.23850697,0.41775343,0.9072685,1.2189771,0.6797098,1.5640659,0.39374998,0.506177,1.0325998,0.4122647,0.8650044,0.5871625,0.09766139,0.9243108,1.722648,0.86977506,0.26334032,0.62701195,0.6789877,0.39755228,0.08552098,0.37896916,0.3503563,1.4705033,0.535464,1.9489175,1.4182731,0.82172656,0.94650954,0.78294915,1.6225638,1.1017734,0.6061726,1.3885952,1.6044459,0.17506045,0.42000508,1.970688,0.48921838,0.5571372,1.6204787,0.53132105,0.03945774,0.8224491,1.2626804,0.9716995,0.28344122,0.3016833,0.43929657,0.23194177,0.27228826,0.6984589,0.8054486,1.644187,1.8226701,0.6170459,0.42344138,1.3121138,1.0026568,0.8232201,0.92328703,0.90096915,0.44984022,1.2420008,0.60746366,2.4633482,0.24321459,1.6172235,1.5730045,0.9638352,0.2690726,2.116302,0.6066759,1.4040178,0.12586595,1.0459275,0.07383167,0.26961845,0.3348361,0.6006833,1.3509328,0.76101214,0.66976374,1.1446563,1.5899732,1.0058585,0.62307864,1.5675344,0.26534632,0,1.6751313,0.28586248,1.0771626,0.5409119,0.76916224,0.59185725,0.33104637,0.3605265,1.3440304,0.066135935,0.7536422,0.33615777,2.0427449,0.14410698,0.9939936,2.9547117,1.1089262,1.2330421,1.6009638,0.47557175,0.9312316,0.42329663,0.6325704,0.69075525
3.58,0.9875373,0.4352208,1.1287982,1.4544299,2.2337303,1.3062656,0.70722383,1.1384863,1.2675887,0.61243004,0.66722906,1.5345622,0.5959039,0.8672945,0.4714039,0.5277251,0.9072685,1.2189771,0.4769851,0.60700697,1.1602275,1.3369305,1.0325998,1.0587847,0.48672146,0.46626422,0.53314674,1.2763424,0.48063776,0.8802218,0.40360278,1.3223407,0.70226556,0.75351495,0.9178664,0.6339348,1.1039934,0.674758,0.44283342,0.7838952,0.56658334,0.850896,0.904498,0.49074775,0.8738473,1.0425429,0.3125983,0.71853554,1.6044459,0.9256523,0.9836013,0.34628993,0.92071164,0.85660195,0.49404415,0.5556119,0.352041,1.2554753,0.49601135,0.4399948,0.7937716,0.50180024,0.39743462,0.7877273,0.3683898,0.6984589,0.5005909,1.644187,1.8226701,0.5886965,0.38927042,0.9158417,1.2077502,0.77152944,0.351618,0.8800668,1.1925374,0.64192414,0.46687537,0.9630314,0.38287938,1.6172235,1.522106,0.3965589,1.0846872,0.94162184,0.80343324,1.4040178,0.77014905,1.0459275,0.44363976,0.45902202,0.70790076,0.45186162,1.3509328,1.0451968,0.7252525,1.1446563,1.5899732,0.73580474,0.19490889,1.1229769,0.9454369,0.6882116,1.6751313,0.5464109,1.0771626,0.81750596,1.213697,1.1934427,0.38604382,0.83542377,1.3440304,0.18389457,1.0808966,0.3839681,2.0427449,0.83675325,0.9939936,0.9685584,1.1089262,1.2330421,1.6009638,2.3508945,0.7723716,0.5299747,0.33943576,1.8012562
3.44,0.69872034,1.5346279,0.27359632,1.4779142,2.2337303,3.1052103,2.1565604,0.3660873,1.2675887,0.48621407,2.0672934,1.5345622,0.30781785,1.6212023,0.96727574,1.2797731,0.9072685,1.2189771,0.36417595,1.2580258,0.53836215,0.78738153,1.0325998,0.7193447,0.5300492,0.50605005,0.7074734,0.82630825,0.6074626,0.8621365,0.69430315,1.1198158,0.70041656,1.824442,0.06693034,1.207531,0.4340186,2.1315162,0.6065351,1.7984756,0.56488526,0.44778213,0.9190476,1.6800013,1.3856199,1.8575977,0.321541,0.6634294,1.6044459,0.52839684,1.2699192,0.5978199,0.9192395,1.1272838,0.46291476,2.4827197,0.27726683,1.5539857,0.7338707,0.31656998,2.179461,2.1294749,0.34854132,0.38280314,0.61857724,0.6984589,0.7414716,3.4004958,1.8226701,0.258629,0.82404083,2.0853448,1.1151774,1.2400135,0.17264949,0.95418125,0.687431,2.0093975,0.4981665,1.9689943,1.1541922,1.6172235,2.1323586,0.8173499,1.0240587,2.040901,0.613738,1.4040178,1.2180566,1.0459275,0.39191112,1.052644,1.0697709,1.4629295,1.3509328,1.0827662,2.1011834,1.1446563,1.5899732,0.84936845,1.1729275,1.137082,2.171695,0.2992075,1.6751313,0.50061077,1.0771626,0.8160639,2.813449,0.60531867,1.4401519,0.23737398,1.3440304,1.8038213,0.6569776,0.67944735,2.0427449,0.8854735,0.9939936,2.279609,1.1089262,1.2330421,1.6009638,1.2251093,1.6611307,2.1000507,0.3691258,0.7158098
2.09,0.24189547,0.9247663,0.40923086,1.492499,0.7302469,1.2826747,0.58606565,1.2096018,1.3124313,0.40109727,0.6616634,1.4116102,0.3260897,0.28989586,0.8215621,0.4869958,1.1613806,0.43194142,1.085002,1.4666014,0.5155045,1.2929002,0.8027883,0.3787829,0.93969536,0.46205246,0.27559108,1.4078027,1.2235677,0.8439401,0.60715544,0.23093304,0.65770894,0.45258418,0,0.98317546,0.32975894,0.61470634,0.45641795,0.9927871,1.0680853,0.48725733,0.79973644,0.3819198,0.6740714,0.940271,0.6327586,0.8818452,0.5871995,0.33692393,0.8464277,0.35051572,0.4754443,0.626241,0.49429682,0.40261722,0.21377638,0.35884145,0.41377258,0.9827663,0.58453083,0.26829505,0.37156802,0.31866193,0.53015995,0.5263159,0.52822006,0.7041442,0.57514304,0.98991084,0.5920257,0.59490806,0.38900802,0.7179571,0.35062993,0.39166462,0.37752214,0.64901793,0.45487124,0.9268619,0.2712975,0.33952013,0.35671985,1.3719816,0.7722703,0.96795297,0.53638446,0.31021485,0.47155762,0.5346096,0.26581314,1.5614148,0.73254514,1.2553738,0.57123786,0.8761378,0.87124485,0.39091066,0.51629984,0.5997244,0.22375467,0.9243577,0.9684188,0.87468964,0.38586858,0.47770518,0.556676,0.29351032,0.7361373,0.6130313,0.332314,0.64123976,0.9344122,0.5183483,0.72673756,1.4577932,0.6066705,0.49919906,0.62731844,1.4027349,0.37445027,0.7555514,1.5374533,0.5541355,0.34703594,0.36689144,0.55668217,0.3430667
3.21,0.8200601,0.5105326,1.2757427,1.4544299,2.2337303,0.6611017,0.75565165,0.6574148,1.2675887,0.3877836,0.8988802,1.5345622,0.21678334,1.1069754,0.5889641,0.59512,0.9072685,1.2189771,0.415908,0.40531757,0.9056269,1.1295984,1.0325998,0.6136602,0.45526052,0.41618106,0.4778626,0.7217035,0.7830035,0.8909007,0.6662402,0.17649135,0.49981678,0.48093536,0.23640841,0.66602117,0.49612117,0.27474678,1.1114923,0.82121134,0.42254838,0.9512485,1.1238265,0.65619636,0.86996067,0.5521841,0.36129272,0.6697374,1.6044459,0.35960507,0.61583906,0.22349247,0.5528164,0.42911106,1.1222763,0.1289974,0.32361475,1.403127,0.6745541,0.5121945,0.3286921,0.4185421,0.70517296,0.73259133,0.30405885,0.6984589,0.52812314,1.644187,1.8226701,0.45249668,0.39373305,0.76493293,0.49097875,0.7143551,0.9228134,0.94983166,1.451861,0.79254663,0.2886476,1.7337078,0.46824372,1.6172235,2.0369985,0.70325184,0.2475967,0.65203613,0.6066759,1.4040178,0.5910706,1.0459275,0.24880466,0.17822105,0.05551225,0.6065632,1.7413802,0.80377513,0.7380146,1.1446563,1.5899732,0.54324275,0.55896795,1.2791212,0.45840427,0.6072341,1.6751313,0.831772,1.0771626,0.18507457,1.1913038,1.0254779,1.1985623,0.14993721,1.3440304,0.8182007,1.6456064,0.80784696,2.0427449,1.3946049,0.9939936,1.4257092,1.1089262,1.2330421,1.6009638,2.1949463,0.37986693,0.38678873,1.5143552,0.41028678
3.5,0.808387,1.1155736,0.7466693,0.50809675,0.51886684,1.4322227,0.83961684,0.33751303,0.28573847,3.2397735,0.806047,1.9270788,0.5139511,1.0371178,0.45342457,0.9127711,0.68932307,0.4184881,0.546999,1.1127629,0.5453969,0.38447958,0.33365074,0.6142398,0.6806339,1.0841829,0.60075784,0.73980546,0.42206454,3.0995233,0.5310917,0.14130446,0.6006556,0.9693986,0.4072051,0.39008793,1.1549922,1.6245084,0.5320799,0.85696703,0.21821421,0.9743428,0.7462677,0.22111799,0.96005094,0.5944793,0.806965,0.4939133,0.383174,0.1298551,1.1072226,1.2786152,1.3312815,0.5798275,0.5790758,0.33440292,1.0744408,0.78747714,1.4097824,0.7555866,0.7391539,0.5052463,0.6898314,0.1418625,0.23498487,0.3520508,0.89075327,0.70526284,0.59211165,0.17469889,0.34730816,1.6242038,0.58134323,0.43834445,0.6516786,1.0836006,1.5308038,1.4058133,0.6745054,0.75579697,0.8491138,0.4431358,1.5098857,1.903597,0.7922619,0.8204174,0.27348503,0.25824413,1.0772477,0.34756872,0.9791798,1.0056474,0,0.99537855,0.34723204,0.74078566,0.47002098,0.3797832,0.98407495,0.7836003,0.5674347,1.0354071,0.518527,0.16191828,0.28468657,0.7158141,0.8400972,0.8482938,0.6853892,0.7994107,0.33019036,0.17015967,0.9938709,0.39848125,0.74383336,1.3780115,1.4180148,0.21858084,0.9080787,1.3990893,0.652073,0.4682911,0.40788904,0.5003226,1.2053874,1.0222528,0.8415179,0.23345204
4.57,0.96780556,1.074006,0.5648229,1.4544299,2.2337303,1.1039273,0.6682315,1.224095,1.2675887,1.0000628,0.78085077,1.5345622,1.7928386,0.57726043,0.6856314,0.6703793,0.9072685,1.2189771,0.83442736,0.9558843,1.0014119,1.1877908,1.0325998,0.47414777,1.313325,0.69280285,1.8809198,0.67368925,1.0113636,1.1290195,1.2429699,0.81804025,0.9410571,0.95991087,1.4876218,0.4950941,1.4209404,1.0464106,0.98755866,0.9332654,0.72067374,1.2044954,0.89512146,0.7609837,1.4203484,1.0425429,1.2314409,0.7062693,1.6044459,0.6833986,0.8471528,0.5817596,0.62231344,0.54527843,0.67094666,0.9913151,0.65550256,0.3987247,0.69421166,1.6867964,0.5013843,0.89341986,0.52993935,0.8096488,0.72648114,0.6984589,0.57263845,1.644187,1.8226701,1.2779254,0.520006,0.69684345,0.4152316,1.3331795,1.070242,0.6658925,0.53592634,0.5328863,1.2641357,1.2482584,0.6482681,1.6172235,0.49702197,0.32431892,0.6803564,1.4954443,0.6066759,1.4040178,0.63778275,1.0459275,0.5338281,0.48215058,0.41865572,0.77503955,1.3509328,0.9474414,0.946851,1.1446563,1.5899732,0.98418343,0.8440642,1.2693267,0.8323764,1.2146244,1.6751313,1.4174823,1.0771626,1.2099426,0.89957297,0.8113131,0.5636067,0.5389142,1.3440304,1.4589992,1.1678623,0.5788095,2.0427449,0.59566474,0.9939936,1.9104027,1.1089262,1.2330421,1.6009638,1.4903436,0.64174134,1.3458493,1.455836,0.91556984
1.8,0.32676953,0.3013175,0.6024109,1.4544299,2.2337303,1.079375,0.32310605,0.42376265,1.2675887,0.6945866,1.5964015,1.5345622,0.9377541,0.44439682,1.5835347,0.4077908,0.9072685,1.2433672,0.65064865,1.5955418,0.96428156,0.80094373,1.0325998,0.57996374,1.0098162,0.46839136,0.2755379,0.8817889,0.7698286,1.6546739,0.40283263,0.16569826,0.43406928,1.139974,0.9258099,0.55404556,0.26495647,1.0171065,0.38635433,0.7720989,0.4539244,0.6165538,0.5982995,0.47951323,1.3962529,1.8746915,0.94010556,0.84903175,1.6044459,0.7069271,0.7899483,0.7369369,0.8140011,0.24381211,0.60895824,0.1661122,1.3381671,0.69719124,0.86028284,0.55081135,0.58278376,0.19077559,0.4053466,0.41849232,0.44573838,0.6984589,0.5539077,2.3149283,1.8226701,0.92667484,0.36491954,0.4797774,0.7795549,0.60041237,0.27401704,0.47766864,0.5017487,0.60713893,0.42178935,1.8486013,0.815724,1.8038659,1.0398933,0.83236027,0.82176864,0.52098405,0.6066759,1.4040178,0.348898,1.0459275,0.2436054,1.0268106,0.43095765,0.74503607,1.3509328,0.54547554,0.4889216,1.1446563,1.5899732,0.4369106,0.57339925,1.0239292,0.66909367,0.47277725,1.6751313,0.22333905,1.0771626,0.386964,0.6345628,0.49640623,0.34499598,0.585286,1.3440304,1.1067616,0.45300898,0.43454382,2.0427449,0.25774005,0.9939936,0.70233095,1.1089262,1.2330421,1.6009638,1.0477314,0.5811166,1.2706753,0.70168734,0.6043928
6.26,1.128673,2.1170225,0.8030288,1.4135653,1.7390242,2.6892698,1.5615804,1.2038419,1.3708944,3.2397735,1.6593795,1.1163533,1.151062,1.6212023,0.96727574,1.1534904,0.7105734,0.91236734,0.6222757,0.624435,0.61770153,1.39103,0.7007801,0.51377535,0.8122706,0.7687191,1.0966272,0.8691175,1.1935465,3.0995233,0.9898181,1.7464199,1.6702302,0.89563704,0.5264579,0.49420646,0.6001302,1.2849505,1.2470697,1.751888,1.4182731,1.2156976,1.7772803,0.99280053,0.96192014,1.4995295,1.1890888,1.0019107,1.1414003,1.3690722,1.5184402,0.9968766,0.56537753,0.9505522,0.9961295,2.5796678,1.396872,0.5422119,0.95746684,0.9723667,2.5788171,1.0180146,0.90132415,0.84121215,0.98148674,0.8758754,1.1967468,1.9424198,1.6061777,1.3167351,0.5590154,3.6830113,0.9219656,0.7652459,1.4369217,1.5540802,0.8487189,2.3326156,1.3313913,1.0283165,1.626465,1.2425665,1.5090107,1.6475499,2.078795,2.116302,0.7703475,0.77509433,0.42474073,0.43983763,0.7246647,0.5636494,1.8726617,0.8902318,1.0197061,1.2621102,1.6960847,1.07784,1.634937,1.8442606,0.62307864,1.2912207,1.1602752,1.1153405,1.5781108,1.3699505,1.1562468,1.0438275,2.813449,1.1013033,0.6980211,0.75462943,1.1580642,0.3429937,1.255256,0.55220497,0.55317366,0.8939613,1.1034875,1.3990446,0.7081493,1.0389233,0.98036313,2.6680489,1.1005526,0.9466966,0.60511756,1.1371436
5.61,1.9197997,0.7601509,1.1663047,1.4544299,2.2337303,1.9723959,1.4908886,0.33938646,1.2675887,1.2765645,1.6593795,1.5345622,1.2987716,1.6212023,0.96727574,0.80103135,0.9072685,1.2189771,0.3560301,0.8731374,0.68579996,0.8836444,1.0325998,0.60530734,1.6053177,0.7899011,1.2804778,0.9335331,1.6941234,1.4678135,0.9081708,0.57070047,2.5051837,0.6017897,0.36263663,0.8392121,0.87129015,1.2168528,0.6785516,2.712393,1.4182731,0.850896,1.0980728,1.2236215,1.5881482,1.5892811,0.91358066,0.5930539,1.6044459,0.80962735,1.4578881,0.5784329,0.7874231,0.86093205,1.6084412,1.1921213,1.2025601,0.5422119,0.44332564,0.9865022,2.7516084,2.0758157,0.22551997,0.22131927,0.6627256,0.6984589,0.4717267,1.9424198,1.8226701,1.059899,0.49954978,3.0766966,0.8431608,0.6015266,0.74042505,1.5540802,1.2560409,2.3326156,1.1476865,0.49581468,1.626465,1.6172235,1.5090107,1.5844693,0.051882297,2.116302,0.90177673,1.4040178,0.16765122,1.0459275,0.66152555,0.21113282,0.46389487,0.86759204,1.3509328,0.86003566,1.4207789,1.1446563,1.752859,1.7011827,0.62307864,1.5675344,0.69528073,0.45216596,1.6751313,1.4979794,1.0771626,1.1324675,2.813449,0.73410606,0.37413484,0.9990959,1.3440304,0.5171882,0.8934124,0.47684124,2.0427449,1.2233249,0.9939936,1.0104517,1.1089262,1.2330421,1.6009638,1.9676833,0.87128276,0.3232621,0.5600458,1.074086
6.5,0.6831921,1.2004129,0.681108,0.34390056,0.63721544,1.6268474,1.0900185,0.5120617,0.425496,3.2397735,0.64682126,0.970938,0.6875564,0.8455567,0.6532488,0.7906867,0.50065714,0.27542698,0.44853476,1.3560137,1.431184,0.67132854,0.54682165,1.0752815,1.0071064,0.55193204,2.0164032,1.1261401,2.2572815,3.0995233,0.4942236,1.1094568,0.4411683,0.7590452,0.42794305,0.5878055,1.0734404,0.9558342,0.48861155,0.87893426,0.49420854,1.004279,1.0068135,0.35645986,1.15537,0.5163101,0.49418753,2.023379,1.0192802,0.31012544,2.521467,0.4653282,0.66494954,0.4537533,0.57698524,0.68144345,0.3906056,0.6113033,0.6310614,1.3551344,0.5919567,0.5022833,0.26914418,1.6056764,1.2102989,0.6096434,0.6359641,0.65965265,0.6072734,1.143682,0.6329676,1.506805,0.70349425,0.8173825,1.3911629,1.222432,0.6093364,0.50056833,0.8829089,1.3977526,0.27950978,0.40556595,1.4486119,0.78378165,1.0428091,1.0410664,0.46124536,0.6313518,0.6522376,0.39239034,0.8839894,1.4694244,1.2245861,0.9832931,0.5157087,0.99776846,0.60196936,0.95247144,0.7563258,1.2988433,0.5373251,0.958225,0.46695098,1.1305559,0.32990506,0.4662102,0.5468595,0.99468553,0.5282042,1.0410635,0.75144005,2.3962772,0.9222222,0.586515,0.86041564,0.7625223,0.5292445,0.4986467,0.8452541,0.678202,0.3226642,0.49106854,0.44004807,0.70645475,0.8758447,1.47087,0.9484292,1.8529116
1.5,0.22045031,0.17741093,0.07391809,1.4544299,2.2337303,1.079375,0.18001777,0.31704745,1.2675887,0.87137455,1.1142273,1.5345622,0.152197,0.46954262,0.45599937,0.38148338,0.9072685,1.4406422,0.16427833,1.1563263,0.96428156,0.7730269,1.0325998,0.42920628,0.84176135,0.46839136,0.3735662,0.6210225,1.1233207,1.6546739,0.21253061,0.37539154,0.28660423,1.2683631,0.20762467,0.6616047,0.38401693,0.18142857,0.211005,0.60924023,0.34607098,0.5057601,0.34746134,0.20855607,1.7451667,1.8746915,0.2748288,0.46901762,1.6044459,0.43132627,0.34913197,0.7369369,0.31101143,0.24381211,0.3155048,0.1429594,0.23184788,0.69719124,0.86028284,0.59405226,0.7821691,0.19077559,0.32829553,0.15149717,0.22425455,0.6984589,0.5263705,2.015706,1.8226701,0.15356588,0.19258063,0.39073,0.76165223,0.53074723,0.5142355,0.44199175,0.5017487,0.41187608,0.3555927,1.8486013,0.19340067,1.6172235,0.5341531,0.7653637,0.82176864,0.3925887,0.6066759,1.4040178,0,1.0459275,0.15431857,1.0268106,0.055317044,0.49780527,1.3509328,0.567704,0.8068772,1.1446563,1.5899732,0.51531667,0.070221566,0.8936222,0.4141918,0.47277725,1.6751313,0.030776367,1.0771626,0.46125427,0.6345628,0.46995702,0.51847064,0.585286,1.3440304,0.19952598,0.5086889,0.37759265,2.0427449,0.2817823,0.9939936,0.67697215,1.1089262,1.2330421,1.6009638,1.0003074,0.5557974,0.38183624,0.17824945,0.8242381
4.87,1.0638757,1.0260836,0.40272066,1.4544299,2.2337303,0.88098764,0.95281345,1.2644869,1.2675887,1.1190208,1.8964376,1.5345622,0.59208024,0.75971437,0.85780305,0.5728814,0.9072685,1.2189771,0.75308335,0.9718,0.7845137,0.9465238,1.0325998,0.5729271,0.7345287,0.77748305,1.0777305,0.58539134,0.7498227,1.1592385,1.0848215,0.63224846,1.4236108,0.6671546,0.4855873,0.7518485,1.0353113,0.522663,1.4535855,1.413621,0.54906344,0.8874202,1.3963126,0.33224267,0.8238304,1.0122355,1.3486757,1.1925952,1.6044459,1.6674099,1.5538907,1.0971637,1.5228142,0.72315925,1.0657285,0.7634622,0.7749307,0.61767375,1.4668148,1.2232834,0.80879635,1.4242456,1.257588,0.6258505,1.3507223,0.7296458,0.40449676,2.1890855,1.8226701,1.8257871,0.6299196,1.2130976,0.7123456,1.4338671,0.82139987,0.9708863,1.3371633,2.1014242,1.85596,0.8065668,2.0301359,1.6172235,0.614397,0.7963623,0.32416564,2.6753867,0.6066759,1.4040178,0.6049842,1.0459275,0.38727215,0.46969375,0.4043887,1.7461689,1.3509328,0.522673,0.9229638,1.1446563,1.5899732,0.9768378,0.7541041,0.7561007,0.4182361,0.92409515,1.6751313,0.936242,1.0771626,0.977937,0.72059613,1.1425507,0.5276398,1.2077386,1.3440304,1.2650269,0.63593745,1.1143805,2.0427449,1.7783723,0.9939936,2.6918535,1.1089262,1.2330421,1.6009638,1.1576426,0.91722894,1.0940614,0.37912032,1.0797191
3.61,0.7039854,0.5155326,0.9418192,1.4544299,2.2337303,2.0685916,0.55013144,1.1043738,1.2675887,0.3840721,0.43807858,2.2150357,1.3548896,0.9253788,0.8072638,0.6613515,1.2707343,1.2189771,0.77958274,0.705402,0.4504802,1.0352459,1.165199,0.7374306,1.7627825,0.5086826,0.61395735,1.2715552,1.0033876,0.67238253,0.5971336,0.61927176,0.9772979,0.46996832,0.65693283,0.70486045,0.5946612,1.1386173,0.87689,1.6928965,0.42095837,1.3060297,1.7540245,1.1509941,1.3029925,0.8052528,0.557969,0.8626831,1.6044459,0.83759165,1.5450585,0.75889945,0.60780096,0.60298616,1.7546571,0.50045466,0.90484035,0.38999328,0.6442015,0.9720495,0.98470813,0.65315115,0.37368786,0.99376,0.79615504,0.85510325,1.347097,1.644187,1.8226701,0.73627925,0.6492741,0.96910816,0.80207247,0.42174393,0.67065144,1.4726143,1.067354,1.0195496,0.6343627,1.1841847,0.30711228,1.6172235,0.6323646,1.4415392,0.25833738,0.54185444,0.6066759,1.4040178,0.62171686,1.3946092,0.56950194,0.75187355,0.7967262,1.3738121,1.3509328,0.86654454,0.7368381,1.1446563,1.5899732,0.7643844,0.54980546,1.3072895,0.54176635,0.74638075,1.6751313,1.1931465,1.0771626,0.9455328,0.86769253,0.99714684,0.40927956,0.7931706,1.3440304,0.59672034,1.2015916,0.88741523,2.0427449,0.93201613,0.9939936,1.5164118,1.1089262,1.2330421,1.6009638,1.0257089,0.5510297,0.80504566,0.5631795,0.4931482
2,0.09771905,1.2625482,0.62941587,1.4544299,2.2337303,1.1707536,0.30618593,0,1.2675887,0.38019463,0.5874914,2.211371,0,0.3845897,0.56441706,0.5762671,0.9072685,1.2189771,0.4237794,1.0869471,1.3549445,1.105824,1.0325998,0.29657418,0.8898514,0.2664098,0.13196932,0.7772113,0.61095977,0.64949614,0.4148968,0,0.4986539,0.7068527,0,0.6579292,0.21521905,0.45094866,0.52183753,1.3354294,0.24056968,0.33992624,0.676729,0.27043825,1.3658358,1.0462071,0,0.47158313,1.6044459,0,0.2575065,0.8777369,0.40318936,1.2665405,1.4742475,0.40184873,0.18615359,0.73726344,1.300403,0.31574762,0.22175622,0.44998378,0.5404535,0.11871545,0.41310894,0.8262621,1.6401008,1.644187,1.8226701,0.032779217,0.50461507,0.546574,0.49951762,0.5227878,0.39902115,0.5353401,0.94834995,0.40916488,0.37326667,0.45290715,0.50813824,1.6172235,0.2305746,1.3442869,1.1828175,0.4946369,0.6066759,1.4040178,0.046295017,1.0459275,0.20695305,0.7177806,0,0.41695195,1.3509328,0.6000128,0.547551,1.1446563,1.5899732,0.68833447,0.19592169,0.57377434,0.3443229,0.21648669,1.6751313,0,1.0771626,0.05323112,0.4101386,1.8720301,0.20374306,0.612043,1.3440304,0,0.9112112,0.77099997,2.0427449,0.72638535,0.9939936,1.8808959,1.1089262,1.2330421,1.6009638,1.2429996,0.5405975,0.038834035,1.2142726,1.1511117
